,date,open,close,high,low,volume,code
497,2012-01-31,61.4,63.044,63.201,61.342,15854.0,600519
498,2012-02-01,62.871,62.829,64.788,61.78,24824.0,600519
499,2012-02-02,62.829,63.061,63.532,61.284,20375.0,600519
500,2012-02-03,63.086,63.102,63.201,60.631,26517.0,600519
501,2012-02-06,63.21,64.805,64.986,62.54,29747.0,600519
502,2012-02-07,63.78,62.59,64.73,62.21,17942.0,600519
503,2012-02-08,62.59,64.598,65.185,61.945,23082.0,600519
504,2012-02-09,64.358,66.631,66.962,64.077,31384.0,600519
505,2012-02-10,65.623,66.433,67.995,65.267,22276.0,600519
506,2012-02-13,65.598,68.838,70.284,64.904,21639.0,600519
507,2012-02-14,68.234,69.168,69.863,67.499,15142.0,600519
508,2012-02-15,68.267,69.978,70.887,68.267,24714.0,600519
509,2012-02-16,68.92,67.433,69.978,66.507,22016.0,600519
510,2012-02-17,69.218,67.201,69.218,66.317,12287.0,600519
511,2012-02-20,68.458,66.722,69.044,66.672,18530.0,600519
512,2012-02-21,67.491,67.623,68.144,66.342,13789.0,600519
513,2012-02-22,68.292,68.292,68.904,66.821,22352.0,600519
514,2012-02-23,68.094,69.573,70.177,68.094,33433.0,600519
515,2012-02-24,69.466,72.689,72.796,69.441,23944.0,600519
516,2012-02-27,73.267,73.036,74.292,72.21,26562.0,600519
517,2012-02-28,73.805,74.887,75.061,73.086,25698.0,600519
518,2012-02-29,75.102,77.962,78.408,74.689,39432.0,600519
519,2012-03-01,77.185,76.408,78.796,76.251,16920.0,600519
520,2012-03-02,76.449,75.02,77.334,73.871,35216.0,600519
521,2012-03-05,74.978,74.144,75.003,73.119,30553.0,600519
522,2012-03-06,73.449,71.011,74.144,70.97,31474.0,600519
523,2012-03-07,69.912,68.598,70.631,68.474,29198.0,600519
524,2012-03-08,68.664,69.681,71.061,68.474,23574.0,600519
525,2012-03-09,69.887,74.218,74.375,69.482,29239.0,600519
526,2012-03-12,74.375,74.722,75.606,73.474,25681.0,600519
527,2012-03-13,74.358,75.648,77.003,74.358,18316.0,600519
528,2012-03-14,75.59,73.177,77.623,72.623,40699.0,600519
529,2012-03-15,73.482,73.391,76.259,73.119,28094.0,600519
530,2012-03-16,74.929,80.548,80.887,74.524,51583.0,600519
531,2012-03-19,80.722,80.59,83.838,78.879,45635.0,600519
532,2012-03-20,80.515,80.681,81.796,79.325,23400.0,600519
533,2012-03-21,80.722,78.491,81.714,77.466,29527.0,600519
534,2012-03-22,77.846,78.697,79.978,77.821,8331.0,600519
535,2012-03-23,80.474,84.21,84.648,80.474,54873.0,600519
536,2012-03-26,83.466,86.838,87.416,83.449,37653.0,600519
537,2012-03-27,82.722,75.515,83.358,75.102,79106.0,600519
538,2012-03-28,73.449,75.433,78.408,72.879,55461.0,600519
539,2012-03-29,74.937,75.226,78.821,74.276,36982.0,600519
540,2012-03-30,75.234,71.763,76.747,70.144,37959.0,600519
541,2012-04-05,71.053,79.234,79.565,71.053,40960.0,600519
542,2012-04-06,78.92,80.863,80.953,78.846,26729.0,600519
543,2012-04-09,80.515,81.929,82.474,78.904,14474.0,600519
544,2012-04-10,81.945,80.978,82.358,78.499,16640.0,600519
545,2012-04-11,78.408,81.59,83.78,77.177,31460.0,600519
546,2012-04-12,81.59,84.54,84.623,79.796,28422.0,600519
547,2012-04-13,84.606,85.044,85.887,83.697,20527.0,600519
548,2012-04-16,84.606,84.879,87.003,83.854,20893.0,600519
549,2012-04-17,84.887,82.689,85.028,82.54,17872.0,600519
550,2012-04-18,82.879,85.73,86.507,82.54,22815.0,600519
551,2012-04-19,85.664,82.11,86.152,80.73,21823.0,600519
552,2012-04-20,81.135,84.606,85.309,81.135,17046.0,600519
553,2012-04-23,83.962,84.061,86.069,82.425,13281.0,600519
554,2012-04-24,84.35,83.796,85.028,82.491,21782.0,600519
555,2012-04-25,84.565,84.953,85.234,82.54,15529.0,600519
556,2012-04-26,86.053,88.069,88.325,85.433,35019.0,600519
557,2012-04-27,88.069,94.573,95.334,88.069,42728.0,600519
558,2012-05-02,95.763,95.747,96.234,92.458,35339.0,600519
559,2012-05-03,95.747,96.334,96.838,93.788,25654.0,600519
560,2012-05-04,96.177,102.375,103.102,96.177,31879.0,600519
561,2012-05-07,103.036,102.796,105.482,101.78,34244.0,600519
562,2012-05-08,102.747,102.466,103.077,98.557,36664.0,600519
563,2012-05-09,99.995,99.755,101.259,96.755,32909.0,600519
564,2012-05-10,99.896,97.168,99.896,96.548,30574.0,600519
565,2012-05-11,97.416,97.16,97.829,95.681,23260.0,600519
566,2012-05-14,97.416,92.606,97.416,91.309,38797.0,600519
567,2012-05-15,91.714,93.375,93.829,90.887,16168.0,600519
568,2012-05-16,93.243,90.821,93.615,89.152,28139.0,600519
569,2012-05-17,90.904,90.73,91.962,89.656,34172.0,600519
570,2012-05-18,89.705,89.086,90.78,87.416,26277.0,600519
571,2012-05-21,88.805,93.441,94.54,88.805,28843.0,600519
572,2012-05-22,94.945,98.474,100.309,94.945,41458.0,600519
573,2012-05-23,98.449,99.458,100.805,97.416,24722.0,600519
574,2012-05-24,98.904,91.003,101.358,89.053,53743.0,600519
575,2012-05-25,91.003,89.631,91.524,87.499,30569.0,600519
576,2012-05-28,89.16,95.342,95.681,88.995,27833.0,600519
577,2012-05-30,97.011,97.962,99.053,96.59,25700.0,600519
578,2012-05-31,97.582,104.59,105.515,97.416,37367.0,600519
579,2012-06-01,105.681,107.639,109.813,104.615,38504.0,600519
580,2012-06-04,105.681,104.466,109.805,104.416,24327.0,600519
581,2012-06-05,105.251,107.995,108.821,105.028,24561.0,600519
582,2012-06-06,108.16,104.507,108.986,104.367,18728.0,600519
583,2012-06-07,106.003,105.664,107.879,104.689,19677.0,600519
584,2012-06-08,106.507,106.491,107.482,104.028,17286.0,600519
585,2012-06-11,106.424,103.656,107.524,101.879,33061.0,600519
586,2012-06-12,102.548,102.251,104.433,100.829,16372.0,600519
587,2012-06-13,102.788,106.499,106.656,101.631,20463.0,600519
588,2012-06-14,105.681,111.127,112.119,105.036,28704.0,600519
589,2012-06-15,111.482,110.127,112.631,107.144,19859.0,600519
590,2012-06-18,110.152,112.672,114.201,110.152,19538.0,600519
591,2012-06-19,111.557,110.391,114.086,108.953,17299.0,600519
592,2012-06-20,110.499,110.276,110.962,108.986,11393.0,600519
593,2012-06-21,110.276,107.152,110.309,106.342,17034.0,600519
594,2012-06-25,105.763,105.35,108.953,105.267,18434.0,600519
595,2012-06-26,105.02,105.557,106.408,101.234,26122.0,600519
596,2012-06-27,105.681,108.904,109.243,105.681,23257.0,600519
597,2012-06-28,108.887,104.144,108.986,104.02,22213.0,600519
598,2012-06-29,103.507,106.631,108.16,103.507,23224.0,600519
599,2012-07-02,107.334,108.863,111.416,104.044,25731.0,600519
600,2012-07-03,108.408,119.681,119.73,108.168,50158.0,600519
601,2012-07-04,121.383,122.755,123.78,117.251,45035.0,600519
602,2012-07-05,120.224,120.273,122.199,118.207,22749.0,600519
603,2012-07-06,120.513,127.158,128.802,119.067,39158.0,600519
604,2012-07-09,127.067,122.81,129.645,122.728,28527.0,600519
605,2012-07-10,122.62,119.232,124.843,118.794,26987.0,600519
606,2012-07-11,119.662,125.521,125.786,117.563,32009.0,600519
607,2012-07-12,125.604,123.91,131.306,123.034,37273.0,600519
608,2012-07-13,123.587,129.397,130.472,123.282,29548.0,600519
609,2012-07-16,128.901,129.025,132.191,128.736,29533.0,600519
610,2012-07-17,127.166,122.009,127.984,121.637,36030.0,600519
611,2012-07-18,121.877,114.736,123.777,110.554,74046.0,600519
612,2012-07-19,113.934,115.769,117.703,113.158,26580.0,600519
613,2012-07-20,115.174,113.182,119.513,113.025,26054.0,600519
614,2012-07-23,110.538,112.769,113.496,109.81,19811.0,600519
615,2012-07-24,111.141,118.389,122.356,111.141,34372.0,600519
616,2012-07-25,118.901,123.488,123.695,118.496,26170.0,600519
617,2012-07-26,122.951,119.265,126.753,118.653,23418.0,600519
618,2012-07-27,119.629,118.447,120.554,116.257,18421.0,600519
619,2012-07-30,118.282,118.769,121.05,116.877,17495.0,600519
620,2012-07-31,118.488,115.959,122.207,115.637,19465.0,600519
621,2012-08-01,115.744,113.158,117.769,112.199,26715.0,600519
622,2012-08-02,113.207,112.422,115.174,111.587,17054.0,600519
623,2012-08-03,112.703,116.389,116.422,112.43,16472.0,600519
624,2012-08-06,116.124,117.934,118.571,114.934,17320.0,600519
625,2012-08-07,117.926,120.472,121.191,117.348,18119.0,600519
626,2012-08-08,120.934,121.215,122.207,118.075,14893.0,600519
627,2012-08-09,120.389,127.926,128.529,119.893,30672.0,600519
628,2012-08-10,119.728,117.422,122.786,113.959,91225.0,600519
629,2012-08-13,117.645,117.248,118.637,116.257,23037.0,600519
630,2012-08-14,117.248,116.835,118.893,114.769,18786.0,600519
631,2012-08-15,116.405,114.05,116.753,113.529,22723.0,600519
632,2012-08-16,114.158,110.042,115.182,109.868,31482.0,600519
633,2012-08-17,109.331,102.058,109.331,101.133,59071.0,600519
634,2012-08-20,102.05,104.563,104.587,99.05,24052.0,600519
635,2012-08-21,104.579,107.158,110.554,104.579,26323.0,600519
636,2012-08-22,108.091,104.174,108.091,102.372,20423.0,600519
637,2012-08-23,103.943,100.943,103.943,99.124,27956.0,600519
638,2012-08-24,100.067,103.926,104.777,99.934,21676.0,600519
639,2012-08-27,102.786,101.133,102.893,100.017,20899.0,600519
640,2012-08-28,101.546,98.678,102.852,98.248,20294.0,600519
641,2012-08-29,98.24,93.414,98.24,93.091,30425.0,600519
642,2012-08-30,91.62,92.356,93.439,88.736,48348.0,600519
643,2012-08-31,92.455,93.91,95.761,91.794,22484.0,600519
644,2012-09-04,108.158,105.207,108.984,103.199,111508.0,600519
645,2012-09-05,104.439,105.728,106.48,104.025,27490.0,600519
646,2012-09-06,105.885,103.819,106.091,101.629,20794.0,600519
647,2012-09-07,105.017,111.959,113.116,105.017,42812.0,600519
648,2012-09-10,112.05,112.025,115.596,110.042,28169.0,600519
649,2012-09-11,110.885,110.414,110.885,108.967,16135.0,600519
650,2012-09-12,111.877,110.852,116.009,109.728,29023.0,600519
651,2012-09-13,111.009,110.62,111.91,109.232,14294.0,600519
652,2012-09-14,111.463,114.571,114.893,109.901,24586.0,600519
653,2012-09-17,114.769,111.711,116.158,111.629,20014.0,600519
654,2012-09-18,111.29,110.91,113.199,110.224,18277.0,600519
655,2012-09-19,110.257,103.662,111.463,102.496,40991.0,600519
656,2012-09-20,103.116,101.579,104.678,101.455,21517.0,600519
657,2012-09-21,100.976,102.86,104.852,100.819,15679.0,600519
658,2012-09-24,101.546,104.323,104.835,100.786,17634.0,600519
659,2012-09-25,104.414,109.405,109.463,103.612,26230.0,600519
660,2012-09-26,108.984,107.224,111.1,105.43,20362.0,600519
661,2012-09-27,106.505,111.207,111.943,106.116,27140.0,600519
662,2012-09-28,109.827,115.43,115.554,109.81,31283.0,600519
663,2012-10-08,115.017,110.587,115.017,108.554,23608.0,600519
664,2012-10-09,111.447,114.067,114.81,110.67,23410.0,600519
665,2012-10-10,113.116,113.794,114.629,111.257,13456.0,600519
666,2012-10-11,112.579,112.232,113.736,111.571,10625.0,600519
667,2012-10-12,112.802,113.538,114.596,112.067,11742.0,600519
668,2012-10-15,114.579,115.356,116.62,114.579,18883.0,600519
669,2012-10-16,114.86,118.744,119.794,114.86,27737.0,600519
670,2012-10-17,118.744,117.893,119.315,117.166,15980.0,600519
671,2012-10-18,118.282,119.91,122.62,118.075,22278.0,600519
672,2012-10-19,119.934,121.381,123.001,119.934,18629.0,600519
673,2012-10-22,121.116,119.348,121.819,117.083,19117.0,600519
674,2012-10-23,119.563,114.521,119.563,114.439,18702.0,600519
675,2012-10-24,114.439,115.827,116.521,114.025,10972.0,600519
676,2012-10-25,116.422,115.653,117.248,114.191,9159.0,600519
677,2012-10-26,117.843,111.538,118.058,110.695,24559.0,600519
678,2012-10-29,111.951,112.141,113.612,109.852,14490.0,600519
679,2012-10-30,112.124,114.422,115.174,111.637,15610.0,600519
680,2012-10-31,114.372,116.703,117.199,113.653,15845.0,600519
681,2012-11-01,117.422,118.405,119.604,115.885,18191.0,600519
682,2012-11-02,118.24,117.546,119.315,115.827,16974.0,600519
683,2012-11-05,116.414,113.05,116.414,111.629,22665.0,600519
684,2012-11-06,112.629,107.273,112.629,106.918,41713.0,600519
685,2012-11-07,106.505,108.546,109.009,106.505,16217.0,600519
686,2012-11-08,107.323,105.761,108.116,105.554,16261.0,600519
687,2012-11-09,105.753,106.348,107.166,105.397,11670.0,600519
688,2012-11-12,106.505,103.579,107.149,101.455,20464.0,600519
689,2012-11-13,103.199,100.769,103.199,98.819,20447.0,600519
690,2012-11-14,101.034,102.91,103.199,99.48,12238.0,600519
691,2012-11-15,101.546,100.1,101.546,99.339,11400.0,600519
692,2012-11-16,99.728,97.744,99.852,96.174,19677.0,600519
693,2012-11-19,97.744,89.191,97.744,84.934,70484.0,600519
694,2012-11-20,88.199,90.769,92.736,87.91,38078.0,600519
695,2012-11-21,90.678,92.992,93.943,87.323,33334.0,600519
696,2012-11-22,83.777,91.868,92.009,83.199,51520.0,600519
697,2012-11-23,89.992,95.951,96.587,89.984,29844.0,600519
698,2012-11-26,95.273,91.67,95.596,90.389,21954.0,600519
699,2012-11-27,91.67,93.91,95.009,90.951,20458.0,600519
700,2012-11-28,93.488,92.777,93.488,91.629,15017.0,600519
701,2012-11-29,92.786,93.513,94.207,92.571,15675.0,600519
702,2012-11-30,93.447,90.81,93.447,88.496,21371.0,600519
703,2012-12-03,88.323,77.736,88.323,76.794,79372.0,600519
704,2012-12-04,73.455,75.058,77.563,69.976,78705.0,600519
705,2012-12-05,72.868,74.802,78.009,68.182,111703.0,600519
706,2012-12-06,74.439,72.794,75.1,64.356,117561.0,600519
707,2012-12-07,75.091,76.579,79.802,74.753,99501.0,600519
708,2012-12-11,76.339,79.488,84.191,76.339,92232.0,600519
709,2012-12-12,81.711,87.381,87.488,79.645,64325.0,600519
710,2012-12-13,85.753,82.29,89.959,81.794,61996.0,600519
711,2012-12-14,80.058,84.125,85.43,76.339,78926.0,600519
712,2012-12-17,82.538,86.744,88.868,79.232,71361.0,600519
713,2012-12-18,86.844,89.587,91.447,86.81,46945.0,600519
714,2012-12-19,88.43,93.653,94.934,88.331,47569.0,600519
715,2012-12-20,92.868,92.786,94.439,90.463,34434.0,600519
716,2012-12-21,92.199,91.298,93.282,90.662,25092.0,600519
717,2012-12-24,87.505,81.364,87.505,77.579,100050.0,600519
718,2012-12-25,79.976,81.48,83.257,78.587,59533.0,600519
719,2012-12-26,80.703,81.918,83.199,79.819,44866.0,600519
720,2012-12-27,81.959,83.844,85.43,80.67,60926.0,600519
721,2012-12-28,83.86,87.744,90.455,83.86,56589.0,600519
722,2012-12-31,88.579,85.034,89.81,82.827,51914.0,600519
723,2013-01-04,87.496,83.315,87.496,81.711,58370.0,600519
724,2013-01-07,82.439,81.125,82.439,79.645,41271.0,600519
725,2013-01-08,80.207,86.538,86.546,80.207,65286.0,600519
726,2013-01-09,87.083,91.174,92.166,87.083,53749.0,600519
727,2013-01-10,90.455,89.563,91.629,88.323,30527.0,600519
728,2013-01-11,88.918,86.885,90.1,85.744,37009.0,600519
729,2013-01-14,84.604,85.364,86.091,79.901,68183.0,600519
730,2013-01-15,84.844,86.546,87.579,83.215,52635.0,600519
731,2013-01-16,81.711,82.538,83.199,80.62,69501.0,600519
732,2013-01-17,81.703,81.819,83.926,81.315,36201.0,600519
733,2013-01-18,82.662,80.686,82.934,77.67,55318.0,600519
734,2013-01-21,79.893,75.356,79.893,74.521,74779.0,600519
735,2013-01-22,74.116,76.612,77.356,68.488,73815.0,600519
736,2013-01-23,74.273,76.736,77.174,72.455,51013.0,600519
737,2013-01-24,75.844,74.24,77.662,73.282,59474.0,600519
738,2013-01-25,68.488,68.529,70.802,66.091,80007.0,600519
739,2013-01-28,66.009,59.81,67.496,59.397,158290.0,600519
740,2013-01-29,57.744,59.529,61.042,54.439,115447.0,600519
741,2013-01-30,58.612,61.149,63.108,58.306,71376.0,600519
742,2013-01-31,62.042,60.141,62.538,59.207,37816.0,600519
743,2013-02-01,60.125,60.207,62.513,59.422,45265.0,600519
744,2013-02-04,61.05,57.025,61.835,56.091,64964.0,600519
745,2013-02-05,56.877,64.711,64.769,55.926,87825.0,600519
746,2013-02-06,65.166,64.298,65.24,62.703,46195.0,600519
747,2013-02-07,63.529,65.323,66.463,62.141,48567.0,600519
748,2013-02-08,65.306,67.546,67.992,64.604,41572.0,600519
749,2013-02-18,67.91,60.794,67.91,60.224,56569.0,600519
750,2013-02-19,60.207,59.331,61.538,58.406,37737.0,600519
751,2013-02-20,58.571,59.315,61.034,56.934,36582.0,600519
752,2013-02-21,57.108,61.067,65.348,56.959,53832.0,600519
753,2013-02-22,61.877,65.67,66.505,61.877,62864.0,600519
754,2013-02-25,64.356,61.951,65.472,61.265,34549.0,600519
755,2013-02-26,61.629,58.877,64.356,58.844,43754.0,600519
756,2013-02-27,58.248,58.381,59.976,57.381,34158.0,600519
757,2013-02-28,59.232,56.918,59.232,54.439,56786.0,600519
758,2013-03-01,56.339,55.943,57.711,55.257,38003.0,600519
759,2013-03-04,55.86,56.686,58.257,55.86,52072.0,600519
760,2013-03-05,57.265,56.918,58.125,55.976,36974.0,600519
761,2013-03-06,57.744,58.753,58.819,55.802,49227.0,600519
762,2013-03-07,60.538,64.24,68.158,60.488,85190.0,600519
763,2013-03-08,66.017,64.463,67.248,64.083,35959.0,600519
764,2013-03-11,64.191,65.348,65.596,62.546,34965.0,600519
765,2013-03-12,66.009,62.852,66.091,61.05,25393.0,600519
766,2013-03-13,63.034,64.215,66.025,63.034,30769.0,600519
767,2013-03-14,63.116,60.174,64.992,59.943,35124.0,600519
768,2013-03-15,59.001,58.546,61.629,57.001,35961.0,600519
769,2013-03-18,58.488,52.331,58.488,51.29,78231.0,600519
770,2013-03-19,51.298,48.802,52.637,48.248,63414.0,600519
771,2013-03-20,48.868,52.711,53.273,47.91,71894.0,600519
772,2013-03-21,52.372,50.125,52.372,49.315,65392.0,600519
773,2013-03-22,49.877,52.001,52.703,49.24,45578.0,600519
774,2013-03-25,51.959,51.984,53.422,51.215,31966.0,600519
775,2013-03-26,52.042,52.686,53.786,51.472,32480.0,600519
776,2013-03-27,52.794,50.133,53.116,48.984,47662.0,600519
777,2013-03-28,49.546,50.158,51.282,46.43,41490.0,600519
778,2013-03-29,50.513,51.844,52.43,49.496,47717.0,600519
779,2013-04-01,51.207,48.612,51.513,48.306,29128.0,600519
780,2013-04-02,48.736,47.587,49.455,47.224,32524.0,600519
781,2013-04-03,47.563,47.703,48.653,47.149,21990.0,600519
782,2013-04-08,46.29,48.091,48.653,44.893,37732.0,600519
783,2013-04-09,47.736,47.496,48.571,46.753,24194.0,600519
784,2013-04-10,47.827,52.753,53.703,46.753,70858.0,600519
785,2013-04-11,52.786,51.893,53.612,51.381,29729.0,600519
786,2013-04-12,51.893,54.629,56.422,51.546,59800.0,600519
787,2013-04-15,54.662,55.05,55.81,52.802,28336.0,600519
788,2013-04-16,52.786,55.397,57.083,52.455,39137.0,600519
789,2013-04-17,55.761,59.802,60.034,55.72,42974.0,600519
790,2013-04-18,58.736,60.348,61.05,57.753,41956.0,600519
791,2013-04-19,60.554,60.414,60.951,58.48,39238.0,600519
792,2013-04-22,60.141,55.852,60.141,55.678,42745.0,600519
793,2013-04-23,55.678,54.282,56.901,54.191,30952.0,600519
794,2013-04-24,54.62,56.81,56.918,53.034,30402.0,600519
795,2013-04-25,56.108,58.323,59.034,55.447,25359.0,600519
796,2013-04-26,58.91,56.083,59.397,55.273,16307.0,600519
797,2013-05-02,55.265,53.703,55.306,51.984,28586.0,600519
798,2013-05-03,54.273,54.81,56.108,53.282,21460.0,600519
799,2013-05-06,55.265,59.232,59.381,54.422,30196.0,600519
800,2013-05-07,60.24,67.405,67.943,60.24,71020.0,600519
801,2013-05-08,67.496,68.397,69.315,66.116,42416.0,600519
802,2013-05-09,68.703,75.248,75.265,68.703,70134.0,600519
803,2013-05-10,75.108,75.191,78.339,74.282,48776.0,600519
804,2013-05-13,75.191,75.662,78.901,72.43,32579.0,600519
805,2013-05-14,74.356,70.298,75.182,69.323,36431.0,600519
806,2013-05-15,70.042,73.166,74.819,69.91,23264.0,600519
807,2013-05-16,72.629,73.323,78.001,70.967,45462.0,600519
808,2013-05-17,72.686,74.199,74.645,71.794,33556.0,600519
809,2013-05-20,74.934,73.447,76.323,72.992,30944.0,600519
810,2013-05-21,73.348,73.463,74.075,72.215,23102.0,600519
811,2013-05-22,73.984,77.141,78.075,73.529,46149.0,600519
812,2013-05-23,77.248,79.596,82.943,77.248,62247.0,600519
813,2013-05-24,80.885,78.348,83.505,77.579,45073.0,600519
814,2013-05-27,79.207,78.926,79.315,75.926,26778.0,600519
815,2013-05-28,79.133,79.348,80.315,77.207,23676.0,600519
816,2013-05-29,80.058,78.81,83.257,78.695,32340.0,600519
817,2013-05-30,78.24,77.786,79.91,76.761,25019.0,600519
818,2013-05-31,78.381,75.182,78.736,75.1,24590.0,600519
819,2013-06-03,76.009,79.298,79.686,75.248,40256.0,600519
820,2013-06-04,79.48,78.984,81.959,78.943,42356.0,600519
821,2013-06-05,79.224,78.546,79.645,77.232,23724.0,600519
822,2013-06-06,78.579,78.951,81.546,78.579,33877.0,600519
823,2013-06-07,78.843,79.793,82.884,77.52,25478.0,600519
824,2013-06-13,78.851,78.512,81.628,76.281,44998.0,600519
825,2013-06-14,78.215,77.942,78.752,74.272,32518.0,600519
826,2013-06-17,78.149,74.19,78.735,73.967,29689.0,600519
827,2013-06-18,73.925,75.983,76.107,71.744,27377.0,600519
828,2013-06-19,75.347,78.611,79.165,73.132,28909.0,600519
829,2013-06-20,78.306,76.058,79.149,75.124,25586.0,600519
830,2013-06-21,74.653,75.587,79.479,72.553,39654.0,600519
831,2013-06-24,75.95,71.0,76.272,70.636,40807.0,600519
832,2013-06-25,70.95,74.487,74.868,63.074,51352.0,600519
833,2013-06-26,73.372,73.562,74.471,70.306,32903.0,600519
834,2013-06-27,73.562,74.272,76.562,73.041,34135.0,600519
835,2013-06-28,73.669,76.578,77.479,73.669,28070.0,600519
836,2013-07-01,76.297,78.165,78.727,75.463,25828.0,600519
837,2013-07-02,78.149,81.19,82.049,76.785,33453.0,600519
838,2013-07-03,81.975,81.206,82.719,79.686,35424.0,600519
839,2013-07-04,80.463,80.091,82.768,80.058,24214.0,600519
840,2013-07-05,80.322,80.504,82.363,80.322,17779.0,600519
841,2013-07-08,80.306,78.884,81.14,77.099,24113.0,600519
842,2013-07-09,79.826,76.314,79.826,75.206,20233.0,600519
843,2013-07-10,75.62,77.793,78.008,73.702,33244.0,600519
844,2013-07-11,78.38,79.553,79.991,76.297,46056.0,600519
845,2013-07-12,78.843,73.636,80.215,73.545,42991.0,600519
846,2013-07-15,74.107,72.925,74.702,70.43,36607.0,600519
847,2013-07-16,73.099,75.405,75.677,70.901,37011.0,600519
848,2013-07-17,75.033,72.074,75.272,71.983,27388.0,600519
849,2013-07-18,72.14,70.545,72.512,69.413,25699.0,600519
850,2013-07-19,70.496,63.058,70.496,61.834,73319.0,600519
851,2013-07-22,62.768,62.124,63.95,60.611,27062.0,600519
852,2013-07-23,62.991,66.016,66.595,62.206,28756.0,600519
853,2013-07-24,65.859,61.909,65.859,60.653,44067.0,600519
854,2013-07-25,62.553,65.314,66.19,61.644,39540.0,600519
855,2013-07-26,63.876,62.198,64.537,62.14,19045.0,600519
856,2013-07-29,61.628,59.182,61.628,58.917,26883.0,600519
857,2013-07-30,58.339,56.793,59.149,54.446,42113.0,600519
858,2013-07-31,57.826,56.851,59.082,56.19,14590.0,600519
859,2013-08-01,58.074,59.653,60.157,57.314,24852.0,600519
860,2013-08-02,60.396,63.074,64.834,60.314,29240.0,600519
861,2013-08-05,63.074,62.636,63.686,61.314,18065.0,600519
862,2013-08-06,61.339,62.413,62.636,60.322,26562.0,600519
863,2013-08-07,62.058,63.363,65.248,61.173,28377.0,600519
864,2013-08-08,63.396,62.355,64.173,61.727,16076.0,600519
865,2013-08-09,62.595,60.43,63.124,58.868,22889.0,600519
866,2013-08-12,60.405,64.958,65.058,60.165,39390.0,600519
867,2013-08-13,64.711,66.314,66.768,63.463,25435.0,600519
868,2013-08-14,66.264,65.272,68.289,65.033,21721.0,600519
869,2013-08-15,65.413,64.256,67.347,64.198,15365.0,600519
870,2013-08-16,64.314,61.727,67.182,61.438,34973.0,600519
871,2013-08-19,62.553,62.363,62.975,60.57,19357.0,600519
872,2013-08-20,61.52,61.074,62.223,60.322,31250.0,600519
873,2013-08-21,62.231,61.967,62.347,60.074,23103.0,600519
874,2013-08-22,61.892,62.289,63.611,61.413,15501.0,600519
875,2013-08-23,63.025,60.562,63.033,59.33,19529.0,600519
876,2013-08-26,60.661,61.347,62.223,59.744,16885.0,600519
877,2013-08-27,61.206,60.694,61.206,59.744,24436.0,600519
878,2013-08-28,59.884,58.008,59.884,57.735,30603.0,600519
879,2013-08-29,58.091,56.834,58.372,56.529,21804.0,600519
880,2013-08-30,56.834,57.082,57.264,56.066,25861.0,600519
881,2013-09-02,50.487,43.149,50.487,43.132,224970.0,600519
882,2013-09-03,42.388,42.934,43.876,40.735,123211.0,600519
883,2013-09-04,43.215,43.297,44.496,42.884,76789.0,600519
884,2013-09-05,43.099,41.785,43.876,40.983,71283.0,600519
885,2013-09-06,41.644,41.793,42.306,41.372,37783.0,600519
886,2013-09-09,42.388,42.347,42.818,41.463,69270.0,600519
887,2013-09-10,42.223,42.901,43.115,41.628,54093.0,600519
888,2013-09-11,43.008,43.686,43.859,41.562,69012.0,600519
889,2013-09-12,43.735,42.992,44.206,42.562,47723.0,600519
890,2013-09-13,42.958,43.231,45.264,42.925,68254.0,600519
891,2013-09-16,43.727,41.272,43.727,41.223,58877.0,600519
892,2013-09-17,40.735,34.372,40.901,33.719,109057.0,600519
893,2013-09-18,34.124,34.868,35.264,32.884,67317.0,600519
894,2013-09-23,34.942,33.967,34.95,33.339,65409.0,600519
895,2013-09-24,34.124,30.653,35.165,30.57,98819.0,600519
896,2013-09-25,30.446,29.297,31.231,27.529,69789.0,600519
897,2013-09-26,28.339,29.512,30.173,28.339,47227.0,600519
898,2013-09-27,29.57,28.388,30.124,28.165,34639.0,600519
899,2013-09-30,28.281,29.942,30.248,27.942,50460.0,600519
900,2013-10-08,29.793,30.545,31.149,28.496,56867.0,600519
901,2013-10-09,30.487,30.81,31.149,29.826,40815.0,600519
902,2013-10-10,30.818,30.851,31.132,30.198,29045.0,600519
903,2013-10-11,29.413,31.248,31.504,29.413,36455.0,600519
904,2013-10-14,31.603,33.008,33.074,31.082,55274.0,600519
905,2013-10-15,33.082,36.81,37.264,32.537,69277.0,600519
906,2013-10-16,38.504,36.801,39.661,35.033,94813.0,600519
907,2013-10-17,37.091,36.76,38.091,36.19,48621.0,600519
908,2013-10-18,37.008,35.76,37.355,34.95,35574.0,600519
909,2013-10-21,36.198,37.504,37.677,35.115,47022.0,600519
910,2013-10-22,37.264,36.124,37.264,35.57,24581.0,600519
911,2013-10-23,35.992,36.347,37.165,35.124,26215.0,600519
912,2013-10-24,36.025,36.363,36.578,35.529,26255.0,600519
913,2013-10-25,35.785,30.595,35.785,29.661,58584.0,600519
914,2013-10-28,29.81,28.314,30.628,27.727,32141.0,600519
915,2013-10-29,28.463,27.347,28.884,26.272,35182.0,600519
916,2013-10-30,27.496,27.173,27.76,26.653,25343.0,600519
917,2013-10-31,27.223,29.256,30.413,27.099,34893.0,600519
918,2013-11-01,28.611,29.314,29.859,28.173,22154.0,600519
919,2013-11-04,29.537,30.272,30.793,29.388,19436.0,600519
